phase distance depth traveltime ray-parameter geometrical_spreading T*(attenuation
 P  30.0 780.0   314.97   8.363    0.0003003  0.72
 P  30.0 790.0   314.97   8.363    0.0003003  0.72
 P  30.0 800.0   314.97   8.363    0.0003003  0.72
 P  31.0   0.0   378.80   8.787    7.283e-05  1.17
 P  31.0  10.0   378.80   8.787    7.283e-05  1.17
 P  31.0  20.0   378.80   8.787    7.283e-05  1.17
 P  31.0  30.0   375.74   8.787    8.486e-05  1.16
 P  31.0  40.0   373.76   8.787    0.0001171  1.15
 P  31.0  50.0   373.76   8.787    0.0001171  1.15
 P  31.0  60.0   373.76   8.787    0.0001171  1.15
 P  31.0  70.0   373.76   8.787    0.0001171  1.15
 P  31.0  80.0   369.71   8.787    9.921e-05  1.15
 P  31.0  90.0   369.71   8.787    9.921e-05  1.15
 P  31.0 100.0   369.71   8.787    9.921e-05  1.15
 P  31.0 110.0   369.71   8.787    9.921e-05  1.15
 P  31.0 120.0   369.71   8.787    9.921e-05  1.15
 P  31.0 130.0   365.67   8.787    0.0001002  1.14
 P  31.0 140.0   365.67   8.787    0.0001002  1.14
 P  31.0 150.0   365.67   8.787    0.0001002  1.14
 P  31.0 160.0   365.67   8.787    0.0001002  1.14
 P  31.0 170.0   361.49   8.787     0.000104  1.08
 P  31.0 180.0   361.49   8.787     0.000104  1.08
 P  31.0 190.0   361.49   8.787     0.000104  1.08
 P  31.0 200.0   361.49   8.787     0.000104  1.08
 P  31.0 210.0   361.49   8.787     0.000104  1.08
 P  31.0 220.0   357.43   8.787    0.0001079  1.02
 P  31.0 230.0   357.43   8.787    0.0001079  1.02
 P  31.0 240.0   357.43   8.787    0.0001079  1.02
 P  31.0 250.0   357.43   8.787    0.0001079  1.02
 P  31.0 260.0   357.43   8.787    0.0001079  1.02
 P  31.0 270.0   353.11   8.787    0.0001137  0.99
 P  31.0 280.0   353.11   8.787    0.0001137  0.99
 P  31.0 290.0   353.11   8.787    0.0001137  0.99
 P  31.0 300.0   353.11   8.787    0.0001137  0.99
 P  31.0 310.0   353.11   8.787    0.0001137  0.99
 P  31.0 320.0   348.99   8.644    0.0001339  0.94
 P  31.0 330.0   348.99   8.644    0.0001339  0.94
 P  31.0 340.0   348.99   8.644    0.0001339  0.94
 P  31.0 350.0   348.99   8.644    0.0001339  0.94
 P  31.0 360.0   348.99   8.644    0.0001339  0.94
 P  31.0 370.0   345.02   8.644    0.0001413  0.91
 P  31.0 380.0   345.02   8.644    0.0001413  0.91
 P  31.0 390.0   345.02   8.644    0.0001413  0.91
 P  31.0 400.0   345.02   8.644    0.0001413  0.91
 P  31.0 410.0   345.02   8.644    0.0001413  0.91
 P  31.0 420.0   341.26   8.644    0.0001618  0.88
 P  31.0 430.0   341.26   8.644    0.0001618  0.88
 P  31.0 440.0   341.26   8.644    0.0001618  0.88
 P  31.0 450.0   341.26   8.644    0.0001618  0.88
 P  31.0 460.0   341.26   8.644    0.0001618  0.88
 P  31.0 470.0   338.00   8.644    0.0001456  0.86
 P  31.0 480.0   338.00   8.644    0.0001456  0.86
 P  31.0 490.0   338.00   8.644    0.0001456  0.86
 P  31.0 500.0   338.00   8.644    0.0001456  0.86
 P  31.0 510.0   338.00   8.644    0.0001456  0.86
 P  31.0 520.0   334.94   8.644    0.0001778  0.83
 P  31.0 530.0   334.94   8.644    0.0001778  0.83
 P  31.0 540.0   334.94   8.644    0.0001778  0.83
 P  31.0 550.0   334.94   8.644    0.0001778  0.83
 P  31.0 560.0   334.94   8.644    0.0001778  0.83
 P  31.0 570.0   332.03   8.502    0.0001828  0.79
 P  31.0 580.0   332.03   8.502    0.0001828  0.79
 P  31.0 590.0   332.03   8.502    0.0001828  0.79
 P  31.0 600.0   332.03   8.502    0.0001828  0.79
 P  31.0 610.0   332.03   8.502    0.0001828  0.79
 P  31.0 620.0   329.28   8.502    0.0001955  0.77
 P  31.0 630.0   329.28   8.502    0.0001955  0.77
 P  31.0 640.0   329.28   8.502    0.0001955  0.77
 P  31.0 650.0   329.28   8.502    0.0001955  0.77
 P  31.0 660.0   329.28   8.502    0.0001955  0.77
 P  31.0 670.0   326.75   8.502    0.0002923  0.74
 P  31.0 680.0   326.75   8.502    0.0002923  0.74
 P  31.0 690.0   326.75   8.502    0.0002923  0.74
 P  31.0 700.0   326.75   8.502    0.0002923  0.74
 P  31.0 710.0   326.75   8.502    0.0002923  0.74
 P  31.0 720.0   324.95   8.363     0.000266  0.73
 P  31.0 730.0   324.95   8.363     0.000266  0.73
 P  31.0 740.0   324.95   8.363     0.000266  0.73
 P  31.0 750.0   324.95   8.363     0.000266  0.73
 P  31.0 760.0   324.95   8.363     0.000266  0.73
 P  31.0 770.0   323.33   8.363    0.0002546  0.73
 P  31.0 780.0   323.33   8.363    0.0002546  0.73
 P  31.0 790.0   323.33   8.363    0.0002546  0.73
 P  31.0 800.0   323.33   8.363    0.0002546  0.73
 P  32.0   0.0   387.59   8.787    6.024e-05  1.18
 P  32.0  10.0   387.59   8.787    6.024e-05  1.18
 P  32.0  20.0   387.59   8.787    6.024e-05  1.18
 P  32.0  30.0   384.52   8.787    7.019e-05  1.17
 P  32.0  40.0   382.55   8.787    9.682e-05  1.16
 P  32.0  50.0   382.55   8.787    9.682e-05  1.16
 P  32.0  60.0   382.55   8.787    9.682e-05  1.16
 P  32.0  70.0   382.55   8.787    9.682e-05  1.16
 P  32.0  80.0   378.49   8.787     9.78e-05  1.16
 P  32.0  90.0   378.49   8.787     9.78e-05  1.16
 P  32.0 100.0   378.49   8.787     9.78e-05  1.16
 P  32.0 110.0   378.49   8.787     9.78e-05  1.16
 P  32.0 120.0   378.49   8.787     9.78e-05  1.16
 P  32.0 130.0   374.46   8.787    9.881e-05  1.15
 P  32.0 140.0   374.46   8.787    9.881e-05  1.15
 P  32.0 150.0   374.46   8.787    9.881e-05  1.15
 P  32.0 160.0   374.46   8.787    9.881e-05  1.15
 P  32.0 170.0   370.27   8.787    0.0001025  1.09
 P  32.0 180.0   370.27   8.787    0.0001025  1.09
 P  32.0 190.0   370.27   8.787    0.0001025  1.09
 P  32.0 200.0   370.27   8.787    0.0001025  1.09
 P  32.0 210.0   370.27   8.787    0.0001025  1.09
 P  32.0 220.0   366.20   8.644    0.0001191  1.02
 P  32.0 230.0   366.20   8.644    0.0001191  1.02
 P  32.0 240.0   366.20   8.644    0.0001191  1.02
 P  32.0 250.0   366.20   8.644    0.0001191  1.02
 P  32.0 260.0   366.20   8.644    0.0001191  1.02
 P  32.0 270.0   361.82   8.644    0.0001253  0.99
 P  32.0 280.0   361.82   8.644    0.0001253  0.99
 P  32.0 290.0   361.82   8.644    0.0001253  0.99
 P  32.0 300.0   361.82   8.644    0.0001253  0.99
 P  32.0 310.0   361.82   8.644    0.0001253  0.99
 P  32.0 320.0   357.64   8.644     0.000132  0.95
 P  32.0 330.0   357.64   8.644     0.000132  0.95
 P  32.0 340.0   357.64   8.644     0.000132  0.95
 P  32.0 350.0   357.64   8.644     0.000132  0.95
 P  32.0 360.0   357.64   8.644     0.000132  0.95
 P  32.0 370.0   353.67   8.644    0.0001182  0.92
 P  32.0 380.0   353.67   8.644    0.0001182  0.92
 P  32.0 390.0   353.67   8.644    0.0001182  0.92
 P  32.0 400.0   353.67   8.644    0.0001182  0.92
 P  32.0 410.0   353.67   8.644    0.0001182  0.92
 P  32.0 420.0   349.90   8.644    0.0001354  0.89
 P  32.0 430.0   349.90   8.644    0.0001354  0.89
 P  32.0 440.0   349.90   8.644    0.0001354  0.89
 P  32.0 450.0   349.90   8.644    0.0001354  0.89
 P  32.0 460.0   349.90   8.644    0.0001354  0.89
 P  32.0 470.0   346.63   8.502    0.0001596  0.86
 P  32.0 480.0   346.63   8.502    0.0001596  0.86
 P  32.0 490.0   346.63   8.502    0.0001596  0.86
 P  32.0 500.0   346.63   8.502    0.0001596  0.86
 P  32.0 510.0   346.63   8.502    0.0001596  0.86
 P  32.0 520.0   343.48   8.502    0.0001693  0.83
 P  32.0 530.0   343.48   8.502    0.0001693  0.83
 P  32.0 540.0   343.48   8.502    0.0001693  0.83
 P  32.0 550.0   343.48   8.502    0.0001693  0.83
 P  32.0 560.0   343.48   8.502    0.0001693  0.83
 P  32.0 570.0   340.53   8.502    0.0001802  0.80
 P  32.0 580.0   340.53   8.502    0.0001802  0.80
 P  32.0 590.0   340.53   8.502    0.0001802  0.80
 P  32.0 600.0   340.53   8.502    0.0001802  0.80
 P  32.0 610.0   340.53   8.502    0.0001802  0.80
 P  32.0 620.0   337.78   8.502    0.0002142  0.78
 P  32.0 630.0   337.78   8.502    0.0002142  0.78
 P  32.0 640.0   337.78   8.502    0.0002142  0.78
 P  32.0 650.0   337.78   8.502    0.0002142  0.78
 P  32.0 660.0   337.78   8.502    0.0002142  0.78
 P  32.0 670.0   335.18   8.363    0.0002402  0.75
 P  32.0 680.0   335.18   8.363    0.0002402  0.75
 P  32.0 690.0   335.18   8.363    0.0002402  0.75
 P  32.0 700.0   335.18   8.363    0.0002402  0.75
 P  32.0 710.0   335.18   8.363    0.0002402  0.75
 P  32.0 720.0   333.32   8.363    0.0002622  0.74
 P  32.0 730.0   333.32   8.363    0.0002622  0.74
 P  32.0 740.0   333.32   8.363    0.0002622  0.74
 P  32.0 750.0   333.32   8.363    0.0002622  0.74
 P  32.0 760.0   333.32   8.363    0.0002622  0.74
 P  32.0 770.0   331.62   8.228     0.000265  0.74
 P  32.0 780.0   331.62   8.228     0.000265  0.74
 P  32.0 790.0   331.62   8.228     0.000265  0.74
 P  32.0 800.0   331.62   8.228     0.000265  0.74
 P  33.0   0.0   396.38   8.787    5.942e-05  1.19
 P  33.0  10.0   396.38   8.787    5.942e-05  1.19
 P  33.0  20.0   396.38   8.787    5.942e-05  1.19
 P  33.0  30.0   393.31   8.787    6.923e-05  1.18
 P  33.0  40.0   391.34   8.787     9.55e-05  1.17
 P  33.0  50.0   391.34   8.787     9.55e-05  1.17
 P  33.0  60.0   391.34   8.787     9.55e-05  1.17
 P  33.0  70.0   391.34   8.787     9.55e-05  1.17
 P  33.0  80.0   387.27   8.644    0.0001082  1.15
 P  33.0  90.0   387.27   8.644    0.0001082  1.15
 P  33.0 100.0   387.27   8.644    0.0001082  1.15
 P  33.0 110.0   387.27   8.644    0.0001082  1.15
 P  33.0 120.0   387.27   8.644    0.0001082  1.15
 P  33.0 130.0   383.19   8.644    0.0001093  1.14
 P  33.0 140.0   383.19   8.644    0.0001093  1.14
 P  33.0 150.0   383.19   8.644    0.0001093  1.14
 P  33.0 160.0   383.19   8.644    0.0001093  1.14
 P  33.0 170.0   378.95   8.644    0.0001133  1.09
 P  33.0 180.0   378.95   8.644    0.0001133  1.09
 P  33.0 190.0   378.95   8.644    0.0001133  1.09
 P  33.0 200.0   378.95   8.644    0.0001133  1.09
 P  33.0 210.0   378.95   8.644    0.0001133  1.09
 P  33.0 220.0   374.85   8.644    0.0001175  1.03
 P  33.0 230.0   374.85   8.644    0.0001175  1.03
 P  33.0 240.0   374.85   8.644    0.0001175  1.03
 P  33.0 250.0   374.85   8.644    0.0001175  1.03
 P  33.0 260.0   374.85   8.644    0.0001175  1.03
 P  33.0 270.0   370.46   8.644    0.0001049  1.00
 P  33.0 280.0   370.46   8.644    0.0001049  1.00
 P  33.0 290.0   370.46   8.644    0.0001049  1.00
 P  33.0 300.0   370.46   8.644    0.0001049  1.00
 P  33.0 310.0   370.46   8.644    0.0001049  1.00
 P  33.0 320.0   366.28   8.644     0.000127  0.97
 P  33.0 330.0   366.28   8.644     0.000127  0.97
 P  33.0 340.0   366.28   8.644     0.000127  0.97
 P  33.0 350.0   366.28   8.644     0.000127  0.97
 P  33.0 360.0   366.28   8.644     0.000127  0.97
 P  33.0 370.0   362.31   8.644     0.000134  0.93
 P  33.0 380.0   362.31   8.644     0.000134  0.93
 P  33.0 390.0   362.31   8.644     0.000134  0.93
 P  33.0 400.0   362.31   8.644     0.000134  0.93
 P  33.0 410.0   362.31   8.644     0.000134  0.93
 P  33.0 420.0   358.48   8.502    0.0001489  0.89
 P  33.0 430.0   358.48   8.502    0.0001489  0.89
 P  33.0 440.0   358.48   8.502    0.0001489  0.89
 P  33.0 450.0   358.48   8.502    0.0001489  0.89
 P  33.0 460.0   358.48   8.502    0.0001489  0.89
 P  33.0 470.0   355.14   8.502    0.0001575  0.87
 P  33.0 480.0   355.14   8.502    0.0001575  0.87
 P  33.0 490.0   355.14   8.502    0.0001575  0.87
 P  33.0 500.0   355.14   8.502    0.0001575  0.87
 P  33.0 510.0   355.14   8.502    0.0001575  0.87
 P  33.0 520.0   351.98   8.502    0.0001856  0.84
 P  33.0 530.0   351.98   8.502    0.0001856  0.84
 P  33.0 540.0   351.98   8.502    0.0001856  0.84
 P  33.0 550.0   351.98   8.502    0.0001856  0.84
 P  33.0 560.0   351.98   8.502    0.0001856  0.84
 P  33.0 570.0   349.03   8.502     0.000176  0.81
 P  33.0 580.0   349.03   8.502     0.000176  0.81
 P  33.0 590.0   349.03   8.502     0.000176  0.81
 P  33.0 600.0   349.03   8.502     0.000176  0.81
 P  33.0 610.0   349.03   8.502     0.000176  0.81
 P  33.0 620.0   346.18   8.363    0.0001809  0.78
 P  33.0 630.0   346.18   8.363    0.0001809  0.78
 P  33.0 640.0   346.18   8.363    0.0001809  0.78
 P  33.0 650.0   346.18   8.363    0.0001809  0.78
 P  33.0 660.0   346.18   8.363    0.0001809  0.78
 P  33.0 670.0   343.54   8.363     0.000237  0.76
 P  33.0 680.0   343.54   8.363     0.000237  0.76
 P  33.0 690.0   343.54   8.363     0.000237  0.76
 P  33.0 700.0   343.54   8.363     0.000237  0.76
 P  33.0 710.0   343.54   8.363     0.000237  0.76
 P  33.0 720.0   341.64   8.228    0.0002388  0.75
 P  33.0 730.0   341.64   8.228    0.0002388  0.75
 P  33.0 740.0   341.64   8.228    0.0002388  0.75
 P  33.0 750.0   341.64   8.228    0.0002388  0.75
 P  33.0 760.0   341.64   8.228    0.0002388  0.75
 P  33.0 770.0   339.85   8.228    0.0002613  0.75
 P  33.0 780.0   339.85   8.228    0.0002613  0.75
 P  33.0 790.0   339.85   8.228    0.0002613  0.75
 P  33.0 800.0   339.85   8.228    0.0002613  0.75
 P  34.0   0.0   405.08   8.644    6.624e-05  1.18
 P  34.0  10.0   405.08   8.644    6.624e-05  1.18
 P  34.0  20.0   405.08   8.644    6.624e-05  1.18
 P  34.0  30.0   402.00   8.644    7.706e-05  1.17
 P  34.0  40.0   400.01   8.644    0.0001058  1.17
 P  34.0  50.0   400.01   8.644    0.0001058  1.17
 P  34.0  60.0   400.01   8.644    0.0001058  1.17
 P  34.0  70.0   400.01   8.644    0.0001058  1.17
 P  34.0  80.0   395.91   8.644    0.0001068  1.16
 P  34.0  90.0   395.91   8.644    0.0001068  1.16
 P  34.0 100.0   395.91   8.644    0.0001068  1.16
 P  34.0 110.0   395.91   8.644    0.0001068  1.16
 P  34.0 120.0   395.91   8.644    0.0001068  1.16
 P  34.0 130.0   391.83   8.644    0.0001079  1.16
 P  34.0 140.0   391.83   8.644    0.0001079  1.16
 P  34.0 150.0   391.83   8.644    0.0001079  1.16
 P  34.0 160.0   391.83   8.644    0.0001079  1.16
 P  34.0 170.0   387.60   8.644    9.492e-05  1.10
 P  34.0 180.0   387.60   8.644    9.492e-05  1.10
 P  34.0 190.0   387.60   8.644    9.492e-05  1.10
 P  34.0 200.0   387.60   8.644    9.492e-05  1.10
 P  34.0 210.0   387.60   8.644    9.492e-05  1.10
 P  34.0 220.0   383.49   8.644    0.0001131  1.04
 P  34.0 230.0   383.49   8.644    0.0001131  1.04
 P  34.0 240.0   383.49   8.644    0.0001131  1.04
 P  34.0 250.0   383.49   8.644    0.0001131  1.04
 P  34.0 260.0   383.49   8.644    0.0001131  1.04
 P  34.0 270.0   379.11   8.644    0.0001189  1.01
 P  34.0 280.0   379.11   8.644    0.0001189  1.01
 P  34.0 290.0   379.11   8.644    0.0001189  1.01
 P  34.0 300.0   379.11   8.644    0.0001189  1.01
 P  34.0 310.0   379.11   8.644    0.0001189  1.01
 P  34.0 320.0   374.86   8.502    0.0001224  0.96
 P  34.0 330.0   374.86   8.502    0.0001224  0.96
 P  34.0 340.0   374.86   8.502    0.0001224  0.96
 P  34.0 350.0   374.86   8.502    0.0001224  0.96
 P  34.0 360.0   374.86   8.502    0.0001224  0.96
 P  34.0 370.0   370.82   8.502     0.000129  0.93
 P  34.0 380.0   370.82   8.502     0.000129  0.93
 P  34.0 390.0   370.82   8.502     0.000129  0.93
 P  34.0 400.0   370.82   8.502     0.000129  0.93
 P  34.0 410.0   370.82   8.502     0.000129  0.93
 P  34.0 420.0   366.98   8.502     0.000147  0.90
 P  34.0 430.0   366.98   8.502     0.000147  0.90
 P  34.0 440.0   366.98   8.502     0.000147  0.90
 P  34.0 450.0   366.98   8.502     0.000147  0.90
 P  34.0 460.0   366.98   8.502     0.000147  0.90
 P  34.0 470.0   363.64   8.502    0.0001728  0.88
 P  34.0 480.0   363.64   8.502    0.0001728  0.88
 P  34.0 490.0   363.64   8.502    0.0001728  0.88
 P  34.0 500.0   363.64   8.502    0.0001728  0.88
 P  34.0 510.0   363.64   8.502    0.0001728  0.88
 P  34.0 520.0   360.44   8.363    0.0001579  0.84
 P  34.0 530.0   360.44   8.363    0.0001579  0.84
 P  34.0 540.0   360.44   8.363    0.0001579  0.84
 P  34.0 550.0   360.44   8.363    0.0001579  0.84
 P  34.0 560.0   360.44   8.363    0.0001579  0.84
 P  34.0 570.0   357.39   8.363    0.0001676  0.82
 P  34.0 580.0   357.39   8.363    0.0001676  0.82
 P  34.0 590.0   357.39   8.363    0.0001676  0.82
 P  34.0 600.0   357.39   8.363    0.0001676  0.82
 P  34.0 610.0   357.39   8.363    0.0001676  0.82
 P  34.0 620.0   354.55   8.363    0.0001984  0.79
 P  34.0 630.0   354.55   8.363    0.0001984  0.79
 P  34.0 640.0   354.55   8.363    0.0001984  0.79
 P  34.0 650.0   354.55   8.363    0.0001984  0.79
 P  34.0 660.0   354.55   8.363    0.0001984  0.79
 P  34.0 670.0   351.87   8.228    0.0002182  0.76
 P  34.0 680.0   351.87   8.228    0.0002182  0.76
 P  34.0 690.0   351.87   8.228    0.0002182  0.76
 P  34.0 700.0   351.87   8.228    0.0002182  0.76
 P  34.0 710.0   351.87   8.228    0.0002182  0.76
 P  34.0 720.0   349.87   8.228    0.0002357  0.76
 P  34.0 730.0   349.87   8.228    0.0002357  0.76
 P  34.0 740.0   349.87   8.228    0.0002357  0.76
 P  34.0 750.0   349.87   8.228    0.0002357  0.76
 P  34.0 760.0   349.87   8.228    0.0002357  0.76
 P  34.0 770.0   348.05   8.096    0.0002378  0.75
 P  34.0 780.0   348.05   8.096    0.0002378  0.75
 P  34.0 790.0   348.05   8.096    0.0002378  0.75
 P  34.0 800.0   348.05   8.096    0.0002378  0.75
 P  35.0   0.0   413.72   8.644     6.54e-05  1.19
 P  35.0  10.0   413.72   8.644     6.54e-05  1.19
 P  35.0  20.0   413.72   8.644     6.54e-05  1.19
 P  35.0  30.0   410.65   8.644    6.458e-05  1.18
 P  35.0  40.0   408.66   8.644    8.863e-05  1.18
 P  35.0  50.0   408.66   8.644    8.863e-05  1.18
 P  35.0  60.0   408.66   8.644    8.863e-05  1.18
 P  35.0  70.0   408.66   8.644    8.863e-05  1.18
 P  35.0  80.0   404.56   8.644    0.0001028  1.18
 P  35.0  90.0   404.56   8.644    0.0001028  1.18
 P  35.0 100.0   404.56   8.644    0.0001028  1.18
 P  35.0 110.0   404.56   8.644    0.0001028  1.18
 P  35.0 120.0   404.56   8.644    0.0001028  1.18
 P  35.0 130.0   400.48   8.644    0.0001039  1.17
 P  35.0 140.0   400.48   8.644    0.0001039  1.17
 P  35.0 150.0   400.48   8.644    0.0001039  1.17
 P  35.0 160.0   400.48   8.644    0.0001039  1.17
 P  35.0 170.0   396.21   8.502    0.0001055  1.10
 P  35.0 180.0   396.21   8.502    0.0001055  1.10
 P  35.0 190.0   396.21   8.502    0.0001055  1.10
 P  35.0 200.0   396.21   8.502    0.0001055  1.10
 P  35.0 210.0   396.21   8.502    0.0001055  1.10
 P  35.0 220.0   392.05   8.502    0.0001094  1.04
 P  35.0 230.0   392.05   8.502    0.0001094  1.04
 P  35.0 240.0   392.05   8.502    0.0001094  1.04
 P  35.0 250.0   392.05   8.502    0.0001094  1.04
 P  35.0 260.0   392.05   8.502    0.0001094  1.04
 P  35.0 270.0   387.61   8.502    0.0001149  1.01
 P  35.0 280.0   387.61   8.502    0.0001149  1.01
 P  35.0 290.0   387.61   8.502    0.0001149  1.01
 P  35.0 300.0   387.61   8.502    0.0001149  1.01
 P  35.0 310.0   387.61   8.502    0.0001149  1.01
 P  35.0 320.0   383.37   8.502    0.0001209  0.98
 P  35.0 330.0   383.37   8.502    0.0001209  0.98
 P  35.0 340.0   383.37   8.502    0.0001209  0.98
 P  35.0 350.0   383.37   8.502    0.0001209  0.98
 P  35.0 360.0   383.37   8.502    0.0001209  0.98
 P  35.0 370.0   379.32   8.502    0.0001416  0.94
 P  35.0 380.0   379.32   8.502    0.0001416  0.94
 P  35.0 390.0   379.32   8.502    0.0001416  0.94
 P  35.0 400.0   379.32   8.502    0.0001416  0.94
 P  35.0 410.0   379.32   8.502    0.0001416  0.94
 P  35.0 420.0   375.47   8.363    0.0001398  0.91
 P  35.0 430.0   375.47   8.363    0.0001398  0.91
 P  35.0 440.0   375.47   8.363    0.0001398  0.91
 P  35.0 450.0   375.47   8.363    0.0001398  0.91
 P  35.0 460.0   375.47   8.363    0.0001398  0.91
 P  35.0 470.0   372.04   8.363    0.0001475  0.88
 P  35.0 480.0   372.04   8.363    0.0001475  0.88
 P  35.0 490.0   372.04   8.363    0.0001475  0.88
 P  35.0 500.0   372.04   8.363    0.0001475  0.88
 P  35.0 510.0   372.04   8.363    0.0001475  0.88
 P  35.0 520.0   368.81   8.363    0.0001733  0.85
 P  35.0 530.0   368.81   8.363    0.0001733  0.85
 P  35.0 540.0   368.81   8.363    0.0001733  0.85
 P  35.0 550.0   368.81   8.363    0.0001733  0.85
 P  35.0 560.0   368.81   8.363    0.0001733  0.85
 P  35.0 570.0   365.76   8.363    0.0001839  0.83
 P  35.0 580.0   365.76   8.363    0.0001839  0.83
 P  35.0 590.0   365.76   8.363    0.0001839  0.83
 P  35.0 600.0   365.76   8.363    0.0001839  0.83
 P  35.0 610.0   365.76   8.363    0.0001839  0.83
 P  35.0 620.0   362.85   8.228    0.0001679  0.80
 P  35.0 630.0   362.85   8.228    0.0001679  0.80
 P  35.0 640.0   362.85   8.228    0.0001679  0.80
 P  35.0 650.0   362.85   8.228    0.0001679  0.80
 P  35.0 660.0   362.85   8.228    0.0001679  0.80
 P  35.0 670.0   360.10   8.228    0.0002154  0.77
 P  35.0 680.0   360.10   8.228    0.0002154  0.77
 P  35.0 690.0   360.10   8.228    0.0002154  0.77
 P  35.0 700.0   360.10   8.228    0.0002154  0.77
